file_id_sample_to_clone,file_id_sample_to_compare,text
tess_OAF_fear_bean,tess_OAF_fear_bean,Say the word walk.
tess_OAF_fear_beg,tess_OAF_fear_beg,Say the word hush.
tess_OAF_fear_bite,tess_OAF_fear_bite,Say the word mouse.
tess_OAF_fear_boat,tess_OAF_fear_boat,Say the word hush.
tess_OAF_fear_bone,tess_OAF_fear_bone,Say the word neat.
tess_OAF_fear_book,tess_OAF_fear_book,Say the word nag.
tess_OAF_fear_bought,tess_OAF_fear_bought,Say the word loaf.
tess_OAF_fear_burn,tess_OAF_fear_burn,Say the word third.
tess_OAF_fear_cab,tess_OAF_fear_cab,Say the word thought.
tess_OAF_fear_calm,tess_OAF_fear_calm,Say the word lid.
tess_OAF_fear_came,tess_OAF_fear_came,Say the word bar.
tess_OAF_fear_cause,tess_OAF_fear_cause,Say the word beg.
tess_OAF_fear_chain,tess_OAF_fear_chain,Say the word pick.
tess_OAF_fear_chair,tess_OAF_fear_chair,Say the word bar.
tess_OAF_fear_chalk,tess_OAF_fear_chalk,Say the word void.
tess_OAF_fear_chat,tess_OAF_fear_chat,Say the word germ.
tess_OAF_fear_check,tess_OAF_fear_check,Say the word fail.
tess_OAF_fear_cheek,tess_OAF_fear_cheek,Say the word page.
tess_OAF_fear_chief,tess_OAF_fear_chief,Say the word haze.
tess_OAF_fear_choice,tess_OAF_fear_choice,Say the word deep.
tess_OAF_fear_cool,tess_OAF_fear_cool,Say the word moon.
tess_OAF_fear_dab,tess_OAF_fear_dab,Say the word rag.
tess_OAF_fear_date,tess_OAF_fear_date,Say the word time.
tess_OAF_fear_dead,tess_OAF_fear_dead,Say the word mouse.
tess_OAF_fear_death,tess_OAF_fear_death,Say the word rat.
tess_OAF_fear_deep,tess_OAF_fear_deep,Say the word wife.
tess_OAF_fear_dime,tess_OAF_fear_dime,Say the word mood.
tess_OAF_fear_dip,tess_OAF_fear_dip,Say the word keg.
tess_OAF_fear_ditch,tess_OAF_fear_ditch,Say the word rough.
tess_OAF_fear_dodge,tess_OAF_fear_dodge,Say the word base.
tess_OAF_fear_dog,tess_OAF_fear_dog,Say the word pole.
tess_OAF_fear_doll,tess_OAF_fear_doll,Say the word pool.
tess_OAF_fear_door,tess_OAF_fear_door,Say the word when.
tess_OAF_fear_fail,tess_OAF_fear_fail,Say the word hush.
tess_OAF_fear_fall,tess_OAF_fear_fall,Say the word pool.
tess_OAF_fear_far,tess_OAF_fear_far,Say the word keg.
tess_OAF_fear_fat,tess_OAF_fear_fat,Say the word peg.
tess_OAF_fear_fit,tess_OAF_fear_fit,Say the word wife.
tess_OAF_fear_five,tess_OAF_fear_five,Say the word wife.
tess_OAF_fear_food,tess_OAF_fear_food,Say the word name.
tess_OAF_fear_gap,tess_OAF_fear_gap,Say the word nice.
tess_OAF_fear_gas,tess_OAF_fear_gas,Say the word yearn.
tess_OAF_fear_gaze,tess_OAF_fear_gaze,Say the word back.
tess_OAF_fear_germ,tess_OAF_fear_germ,Say the word fail.
tess_OAF_fear_get,tess_OAF_fear_get,Say the word fat.
tess_OAF_fear_gin,tess_OAF_fear_gin,Say the word raid.
tess_OAF_fear_goal,tess_OAF_fear_goal,Say the word pearl.
tess_OAF_fear_good,tess_OAF_fear_good,Say the word choice.
tess_OAF_fear_goose,tess_OAF_fear_goose,Say the word bean.
tess_OAF_fear_gun,tess_OAF_fear_gun,Say the word bought.
tess_OAF_fear_half,tess_OAF_fear_half,Say the word yearn.
tess_OAF_fear_hall,tess_OAF_fear_hall,Say the word gas.
tess_OAF_fear_hash,tess_OAF_fear_hash,Say the word take.
tess_OAF_fear_hate,tess_OAF_fear_hate,Say the word rat.
tess_OAF_fear_have,tess_OAF_fear_have,Say the word seize.
tess_OAF_fear_haze,tess_OAF_fear_haze,Say the word tough.
tess_OAF_fear_hire,tess_OAF_fear_hire,Say the word calm.
tess_OAF_fear_hit,tess_OAF_fear_hit,Say the word raid.
tess_OAF_fear_hole,tess_OAF_fear_hole,Say the word size.
tess_OAF_fear_home,tess_OAF_fear_home,Say the word join.
tess_OAF_fear_hurl,tess_OAF_fear_hurl,Say the word perch.
tess_OAF_fear_hush,tess_OAF_fear_hush,Say the word neat.
tess_OAF_fear_jail,tess_OAF_fear_jail,Say the word seize.
tess_OAF_fear_jar,tess_OAF_fear_jar,Say the word wheat.
tess_OAF_fear_join,tess_OAF_fear_join,Say the word third.
tess_OAF_fear_judge,tess_OAF_fear_judge,Say the word read.
tess_OAF_fear_jug,tess_OAF_fear_jug,Say the word should.
tess_OAF_fear_juice,tess_OAF_fear_juice,Say the word pad.
tess_OAF_fear_keen,tess_OAF_fear_keen,Say the word yearn.
tess_OAF_fear_keep,tess_OAF_fear_keep,Say the word nice.
tess_OAF_fear_keg,tess_OAF_fear_keg,Say the word bone.
tess_OAF_fear_kick,tess_OAF_fear_kick,Say the word said.
tess_OAF_fear_kill,tess_OAF_fear_kill,Say the word pearl.
tess_OAF_fear_king,tess_OAF_fear_king,Say the word reach.
tess_OAF_fear_kite,tess_OAF_fear_kite,Say the word beg.
tess_OAF_fear_knock,tess_OAF_fear_knock,Say the word tire.
tess_OAF_fear_late,tess_OAF_fear_late,Say the word germ.
tess_OAF_fear_laud,tess_OAF_fear_laud,Say the word raise.
tess_OAF_fear_lean,tess_OAF_fear_lean,Say the word five.
tess_OAF_fear_learn,tess_OAF_fear_learn,Say the word judge.
tess_OAF_fear_lease,tess_OAF_fear_lease,Say the word limb.
tess_OAF_fear_lid,tess_OAF_fear_lid,Say the word pick.
tess_OAF_fear_life,tess_OAF_fear_life,Say the word white.
tess_OAF_fear_limb,tess_OAF_fear_limb,Say the word mouse.
tess_OAF_fear_live,tess_OAF_fear_live,Say the word dime.
tess_OAF_fear_loaf,tess_OAF_fear_loaf,Say the word hall.
tess_OAF_fear_long,tess_OAF_fear_long,Say the word mill.
tess_OAF_fear_lore,tess_OAF_fear_lore,Say the word laud.
tess_OAF_fear_lose,tess_OAF_fear_lose,Say the word seize.
tess_OAF_fear_lot,tess_OAF_fear_lot,Say the word search.
tess_OAF_fear_love,tess_OAF_fear_love,Say the word mill.
tess_OAF_fear_luck,tess_OAF_fear_luck,Say the word hurl.
tess_OAF_fear_make,tess_OAF_fear_make,Say the word keen.
tess_OAF_fear_match,tess_OAF_fear_match,Say the word pass.
tess_OAF_fear_merge,tess_OAF_fear_merge,Say the word such.
tess_OAF_fear_mess,tess_OAF_fear_mess,Say the word tell.
tess_OAF_fear_met,tess_OAF_fear_met,Say the word moon.
tess_OAF_fear_mill,tess_OAF_fear_mill,Say the word get.
tess_OAF_fear_mob,tess_OAF_fear_mob,Say the word beg.
tess_OAF_fear_mode,tess_OAF_fear_mode,Say the word nag.
tess_OAF_fear_mood,tess_OAF_fear_mood,Say the word sure.
tess_OAF_fear_moon,tess_OAF_fear_moon,Say the word mess.
tess_OAF_fear_mop,tess_OAF_fear_mop,Say the word witch.
tess_OAF_fear_mouse,tess_OAF_fear_mouse,Say the word youth.
tess_OAF_fear_nag,tess_OAF_fear_nag,Say the word mob.
tess_OAF_fear_name,tess_OAF_fear_name,Say the word mess.
tess_OAF_fear_near,tess_OAF_fear_near,Say the word fat.
tess_OAF_fear_neat,tess_OAF_fear_neat,Say the word said.
tess_OAF_fear_nice,tess_OAF_fear_nice,Say the word date.
tess_OAF_fear_note,tess_OAF_fear_note,Say the word cool.
tess_OAF_fear_numb,tess_OAF_fear_numb,Say the word wife.
tess_OAF_fear_pad,tess_OAF_fear_pad,Say the word hush.
tess_OAF_fear_page,tess_OAF_fear_page,Say the word shack.
tess_OAF_fear_pain,tess_OAF_fear_pain,Say the word mouse.
tess_OAF_fear_pass,tess_OAF_fear_pass,Say the word mob.
tess_OAF_fear_pearl,tess_OAF_fear_pearl,Say the word sub.
tess_OAF_fear_peg,tess_OAF_fear_peg,Say the word wash.
tess_OAF_fear_perch,tess_OAF_fear_perch,Say the word such.
tess_OAF_fear_phone,tess_OAF_fear_phone,Say the word which.
tess_OAF_fear_pick,tess_OAF_fear_pick,Say the word yes.
tess_OAF_fear_pike,tess_OAF_fear_pike,Say the word void.
tess_OAF_fear_pole,tess_OAF_fear_pole,Say the word make.
tess_OAF_fear_pool,tess_OAF_fear_pool,Say the word boat.
tess_OAF_fear_puff,tess_OAF_fear_puff,Say the word fail.
tess_OAF_fear_rag,tess_OAF_fear_rag,Say the word wife.
tess_OAF_fear_raid,tess_OAF_fear_raid,Say the word neat.
tess_OAF_fear_rain,tess_OAF_fear_rain,Say the word wheat.
tess_OAF_fear_raise,tess_OAF_fear_raise,Say the word goose.
tess_OAF_fear_rat,tess_OAF_fear_rat,Say the word learn.
tess_OAF_fear_reach,tess_OAF_fear_reach,Say the word talk.
tess_OAF_fear_read,tess_OAF_fear_read,Say the word voice.
tess_OAF_fear_red,tess_OAF_fear_red,Say the word rag.
tess_OAF_fear_ring,tess_OAF_fear_ring,Say the word fall.
tess_OAF_fear_ripe,tess_OAF_fear_ripe,Say the word team.
tess_OAF_fear_road,tess_OAF_fear_road,Say the word rat.
tess_OAF_fear_room,tess_OAF_fear_room,Say the word fail.
tess_OAF_fear_rose,tess_OAF_fear_rose,Say the word tip.
tess_OAF_fear_rot,tess_OAF_fear_rot,Say the word such.
tess_OAF_fear_rough,tess_OAF_fear_rough,Say the word pad.
tess_OAF_fear_rush,tess_OAF_fear_rush,Say the word rag.
tess_OAF_fear_said,tess_OAF_fear_said,Say the word note.
tess_OAF_fear_sail,tess_OAF_fear_sail,Say the word book.
tess_OAF_fear_search,tess_OAF_fear_search,Say the word long.
tess_OAF_fear_seize,tess_OAF_fear_seize,Say the word room.
tess_OAF_fear_sell,tess_OAF_fear_sell,Say the word peg.
tess_OAF_fear_shack,tess_OAF_fear_shack,Say the word pike.
tess_OAF_fear_shall,tess_OAF_fear_shall,Say the word dog.
tess_OAF_fear_shawl,tess_OAF_fear_shawl,Say the word take.
tess_OAF_fear_sheep,tess_OAF_fear_sheep,Say the word puff.
tess_OAF_fear_shirt,tess_OAF_fear_shirt,Say the word yearn.
tess_OAF_fear_should,tess_OAF_fear_should,Say the word fall.
tess_OAF_fear_shout,tess_OAF_fear_shout,Say the word gap.
tess_OAF_fear_size,tess_OAF_fear_size,Say the word neat.
tess_OAF_fear_soap,tess_OAF_fear_soap,Say the word thumb.
tess_OAF_fear_soup,tess_OAF_fear_soup,Say the word numb.
tess_OAF_fear_sour,tess_OAF_fear_sour,Say the word pass.
tess_OAF_fear_south,tess_OAF_fear_south,Say the word yes.
tess_OAF_fear_sub,tess_OAF_fear_sub,Say the word door.
tess_OAF_fear_such,tess_OAF_fear_such,Say the word ditch.
tess_OAF_fear_sure,tess_OAF_fear_sure,Say the word hash.
tess_OAF_fear_take,tess_OAF_fear_take,Say the word loaf.
tess_OAF_fear_talk,tess_OAF_fear_talk,Say the word loaf.
tess_OAF_fear_tape,tess_OAF_fear_tape,Say the word lot.
tess_OAF_fear_team,tess_OAF_fear_team,Say the word boat.
tess_OAF_fear_tell,tess_OAF_fear_tell,Say the word room.
tess_OAF_fear_thin,tess_OAF_fear_thin,Say the word hit.
tess_OAF_fear_third,tess_OAF_fear_third,Say the word jail.
tess_OAF_fear_thought,tess_OAF_fear_thought,Say the word tape.
tess_OAF_fear_thumb,tess_OAF_fear_thumb,Say the word door.
tess_OAF_fear_time,tess_OAF_fear_time,Say the word bought.
tess_OAF_fear_tip,tess_OAF_fear_tip,Say the word book.
tess_OAF_fear_tire,tess_OAF_fear_tire,Say the word juice.
tess_OAF_fear_ton,tess_OAF_fear_ton,Say the word king.
tess_OAF_fear_tool,tess_OAF_fear_tool,Say the word bean.
tess_OAF_fear_tough,tess_OAF_fear_tough,Say the word peg.
tess_OAF_fear_turn,tess_OAF_fear_turn,Say the word ring.
tess_OAF_fear_vine,tess_OAF_fear_vine,Say the word came.
tess_OAF_fear_voice,tess_OAF_fear_voice,Say the word numb.
tess_OAF_fear_void,tess_OAF_fear_void,Say the word whip.
tess_OAF_fear_vote,tess_OAF_fear_vote,Say the word half.
tess_OAF_fear_wag,tess_OAF_fear_wag,Say the word love.
tess_OAF_fear_walk,tess_OAF_fear_walk,Say the word shawl.
tess_OAF_fear_wash,tess_OAF_fear_wash,Say the word rush.
tess_OAF_fear_week,tess_OAF_fear_week,Say the word lid.
tess_OAF_fear_wheat,tess_OAF_fear_wheat,Say the word hole.
tess_OAF_fear_when,tess_OAF_fear_when,Say the word bone.
tess_OAF_fear_which,tess_OAF_fear_which,Say the word fat.
tess_OAF_fear_whip,tess_OAF_fear_whip,Say the word bone.
tess_OAF_fear_white,tess_OAF_fear_white,Say the word take.
tess_OAF_fear_wife,tess_OAF_fear_wife,Say the word cheek.
tess_OAF_fear_wire,tess_OAF_fear_wire,Say the word pole.
tess_OAF_fear_witch,tess_OAF_fear_witch,Say the word young.
tess_OAF_fear_yearn,tess_OAF_fear_yearn,Say the word young.
tess_OAF_fear_yes,tess_OAF_fear_yes,Say the word hush.
tess_OAF_fear_young,tess_OAF_fear_young,Say the word sheep.
tess_OAF_fear_youth,tess_OAF_fear_youth,Say the word jug.
tess_OAF_happiness_back,tess_OAF_happiness_back,Say the word calm.
tess_OAF_happiness_bar,tess_OAF_happiness_bar,Say the word room.
tess_OAF_happiness_base,tess_OAF_happiness_base,Say the word third.
tess_OAF_happiness_bath,tess_OAF_happiness_bath,Say the word hash.
tess_OAF_happiness_bean,tess_OAF_happiness_bean,Say the word walk.
tess_OAF_happiness_beg,tess_OAF_happiness_beg,Say the word fit.
tess_OAF_happiness_bite,tess_OAF_happiness_bite,Say the word dab.
tess_OAF_happiness_boat,tess_OAF_happiness_boat,Say the word mop.
tess_OAF_happiness_bone,tess_OAF_happiness_bone,Say the word tool.
tess_OAF_happiness_book,tess_OAF_happiness_book,Say the word walk.
tess_OAF_happiness_bought,tess_OAF_happiness_bought,Say the word red.
tess_OAF_happiness_burn,tess_OAF_happiness_burn,Say the word cheek.
tess_OAF_happiness_cab,tess_OAF_happiness_cab,Say the word bar.
tess_OAF_happiness_calm,tess_OAF_happiness_calm,Say the word haze.
tess_OAF_happiness_came,tess_OAF_happiness_came,Say the word pass.
tess_OAF_happiness_cause,tess_OAF_happiness_cause,Say the word rush.
tess_OAF_happiness_chain,tess_OAF_happiness_chain,Say the word whip.
tess_OAF_happiness_chair,tess_OAF_happiness_chair,Say the word time.
tess_OAF_happiness_chalk,tess_OAF_happiness_chalk,Say the word met.
tess_OAF_happiness_chat,tess_OAF_happiness_chat,Say the word shawl.
tess_OAF_happiness_check,tess_OAF_happiness_check,Say the word calm.
tess_OAF_happiness_cheek,tess_OAF_happiness_cheek,Say the word raise.
tess_OAF_happiness_chief,tess_OAF_happiness_chief,Say the word merge.
tess_OAF_happiness_choice,tess_OAF_happiness_choice,Say the word judge.
tess_OAF_happiness_cool,tess_OAF_happiness_cool,Say the word have.
tess_OAF_happiness_dab,tess_OAF_happiness_dab,Say the word walk.
tess_OAF_happiness_date,tess_OAF_happiness_date,Say the word lose.
tess_OAF_happiness_dead,tess_OAF_happiness_dead,Say the word mob.
tess_OAF_happiness_death,tess_OAF_happiness_death,Say the word bite.
tess_OAF_happiness_deep,tess_OAF_happiness_deep,Say the word dodge.
tess_OAF_happiness_dime,tess_OAF_happiness_dime,Say the word ring.
tess_OAF_happiness_dip,tess_OAF_happiness_dip,Say the word size.
tess_OAF_happiness_ditch,tess_OAF_happiness_ditch,Say the word doll.
tess_OAF_happiness_dodge,tess_OAF_happiness_dodge,Say the word pole.
tess_OAF_happiness_dog,tess_OAF_happiness_dog,Say the word lid.
tess_OAF_happiness_doll,tess_OAF_happiness_doll,Say the word lease.
tess_OAF_happiness_door,tess_OAF_happiness_door,Say the word haze.
tess_OAF_happiness_fail,tess_OAF_happiness_fail,Say the word walk.
tess_OAF_happiness_fall,tess_OAF_happiness_fall,Say the word lease.
tess_OAF_happiness_far,tess_OAF_happiness_far,Say the word hurl.
tess_OAF_happiness_fat,tess_OAF_happiness_fat,Say the word mop.
tess_OAF_happiness_fit,tess_OAF_happiness_fit,Say the word south.
tess_OAF_happiness_five,tess_OAF_happiness_five,Say the word get.
tess_OAF_happiness_food,tess_OAF_happiness_food,Say the word goal.
tess_OAF_happiness_gap,tess_OAF_happiness_gap,Say the word nice.
tess_OAF_happiness_gas,tess_OAF_happiness_gas,Say the word numb.
tess_OAF_happiness_gaze,tess_OAF_happiness_gaze,Say the word book.
tess_OAF_happiness_germ,tess_OAF_happiness_germ,Say the word goose.
tess_OAF_happiness_get,tess_OAF_happiness_get,Say the word learn.
tess_OAF_happiness_gin,tess_OAF_happiness_gin,Say the word tape.
tess_OAF_happiness_goal,tess_OAF_happiness_goal,Say the word red.
tess_OAF_happiness_good,tess_OAF_happiness_good,Say the word should.
tess_OAF_happiness_goose,tess_OAF_happiness_goose,Say the word reach.
tess_OAF_happiness_gun,tess_OAF_happiness_gun,Say the word gaze.
tess_OAF_happiness_half,tess_OAF_happiness_half,Say the word rush.
tess_OAF_happiness_hall,tess_OAF_happiness_hall,Say the word red.
tess_OAF_happiness_hash,tess_OAF_happiness_hash,Say the word pass.
tess_OAF_happiness_hate,tess_OAF_happiness_hate,Say the word raise.
tess_OAF_happiness_have,tess_OAF_happiness_have,Say the word south.
tess_OAF_happiness_haze,tess_OAF_happiness_haze,Say the word reach.
tess_OAF_happiness_hire,tess_OAF_happiness_hire,Say the word chalk.
tess_OAF_happiness_hit,tess_OAF_happiness_hit,Say the word raid.
tess_OAF_happiness_hole,tess_OAF_happiness_hole,Say the word soup.
tess_OAF_happiness_home,tess_OAF_happiness_home,Say the word sail.
tess_OAF_happiness_hurl,tess_OAF_happiness_hurl,Say the word laud.
tess_OAF_happiness_hush,tess_OAF_happiness_hush,Say the word hate.
tess_OAF_happiness_jail,tess_OAF_happiness_jail,Say the word ditch.
tess_OAF_happiness_jar,tess_OAF_happiness_jar,Say the word week.
tess_OAF_happiness_join,tess_OAF_happiness_join,Say the word witch.
tess_OAF_happiness_judge,tess_OAF_happiness_judge,Say the word merge.
tess_OAF_happiness_jug,tess_OAF_happiness_jug,Say the word search.
tess_OAF_happiness_juice,tess_OAF_happiness_juice,Say the word gas.
tess_OAF_happiness_keen,tess_OAF_happiness_keen,Say the word wire.
tess_OAF_happiness_keep,tess_OAF_happiness_keep,Say the word room.
tess_OAF_happiness_keg,tess_OAF_happiness_keg,Say the word boat.
tess_OAF_happiness_kick,tess_OAF_happiness_kick,Say the word soup.
tess_OAF_happiness_kill,tess_OAF_happiness_kill,Say the word read.
tess_OAF_happiness_king,tess_OAF_happiness_king,Say the word sub.
tess_OAF_happiness_kite,tess_OAF_happiness_kite,Say the word jail.
tess_OAF_happiness_knock,tess_OAF_happiness_knock,Say the word mob.
tess_OAF_happiness_late,tess_OAF_happiness_late,Say the word kick.
tess_OAF_happiness_laud,tess_OAF_happiness_laud,Say the word numb.
tess_OAF_happiness_lean,tess_OAF_happiness_lean,Say the word lot.
tess_OAF_happiness_learn,tess_OAF_happiness_learn,Say the word chain.
tess_OAF_happiness_lease,tess_OAF_happiness_lease,Say the word rat.
tess_OAF_happiness_lid,tess_OAF_happiness_lid,Say the word death.
tess_OAF_happiness_life,tess_OAF_happiness_life,Say the word shall.
tess_OAF_happiness_limb,tess_OAF_happiness_limb,Say the word far.
tess_OAF_happiness_live,tess_OAF_happiness_live,Say the word ring.
tess_OAF_happiness_loaf,tess_OAF_happiness_loaf,Say the word chief.
tess_OAF_happiness_long,tess_OAF_happiness_long,Say the word limb.
tess_OAF_happiness_lore,tess_OAF_happiness_lore,Say the word pass.
tess_OAF_happiness_lose,tess_OAF_happiness_lose,Say the word goose.
tess_OAF_happiness_lot,tess_OAF_happiness_lot,Say the word raid.
tess_OAF_happiness_love,tess_OAF_happiness_love,Say the word dead.
tess_OAF_happiness_luck,tess_OAF_happiness_luck,Say the word bone.
tess_OAF_happiness_make,tess_OAF_happiness_make,Say the word chat.
tess_OAF_happiness_match,tess_OAF_happiness_match,Say the word met.
tess_OAF_happiness_merge,tess_OAF_happiness_merge,Say the word lean.
tess_OAF_happiness_mess,tess_OAF_happiness_mess,Say the word red.
tess_OAF_happiness_met,tess_OAF_happiness_met,Say the word rough.
tess_OAF_happiness_mill,tess_OAF_happiness_mill,Say the word search.
tess_OAF_happiness_mob,tess_OAF_happiness_mob,Say the word bought.
tess_OAF_happiness_mode,tess_OAF_happiness_mode,Say the word void.
tess_OAF_happiness_mood,tess_OAF_happiness_mood,Say the word soap.
tess_OAF_happiness_moon,tess_OAF_happiness_moon,Say the word rat.
tess_OAF_happiness_mop,tess_OAF_happiness_mop,Say the word goal.
tess_OAF_happiness_mouse,tess_OAF_happiness_mouse,Say the word nice.
tess_OAF_happiness_nag,tess_OAF_happiness_nag,Say the word shall.
tess_OAF_happiness_name,tess_OAF_happiness_name,Say the word youth.
tess_OAF_happiness_near,tess_OAF_happiness_near,Say the word live.
tess_OAF_happiness_neat,tess_OAF_happiness_neat,Say the word red.
tess_OAF_happiness_nice,tess_OAF_happiness_nice,Say the word dog.
tess_OAF_happiness_note,tess_OAF_happiness_note,Say the word hire.
tess_OAF_happiness_numb,tess_OAF_happiness_numb,Say the word soup.
tess_OAF_happiness_pad,tess_OAF_happiness_pad,Say the word luck.
tess_OAF_happiness_page,tess_OAF_happiness_page,Say the word fall.
tess_OAF_happiness_pain,tess_OAF_happiness_pain,Say the word cheek.
tess_OAF_happiness_pass,tess_OAF_happiness_pass,Say the word kick.
tess_OAF_happiness_pearl,tess_OAF_happiness_pearl,Say the word calm.
tess_OAF_happiness_peg,tess_OAF_happiness_peg,Say the word kite.
tess_OAF_happiness_perch,tess_OAF_happiness_perch,Say the word cool.
tess_OAF_happiness_phone,tess_OAF_happiness_phone,Say the word yearn.
tess_OAF_happiness_pick,tess_OAF_happiness_pick,Say the word met.
tess_OAF_happiness_pike,tess_OAF_happiness_pike,Say the word when.
tess_OAF_happiness_pole,tess_OAF_happiness_pole,Say the word wag.
tess_OAF_happiness_pool,tess_OAF_happiness_pool,Say the word dodge.
tess_OAF_happiness_puff,tess_OAF_happiness_puff,Say the word tip.
tess_OAF_happiness_rag,tess_OAF_happiness_rag,Say the word bath.
tess_OAF_happiness_raid,tess_OAF_happiness_raid,Say the word cab.
tess_OAF_happiness_rain,tess_OAF_happiness_rain,Say the word room.
tess_OAF_happiness_raise,tess_OAF_happiness_raise,Say the word pass.
tess_OAF_happiness_rat,tess_OAF_happiness_rat,Say the word kite.
tess_OAF_happiness_reach,tess_OAF_happiness_reach,Say the word cause.
tess_OAF_happiness_read,tess_OAF_happiness_read,Say the word talk.
tess_OAF_happiness_red,tess_OAF_happiness_red,Say the word limb.
tess_OAF_happiness_ring,tess_OAF_happiness_ring,Say the word gap.
tess_OAF_happiness_ripe,tess_OAF_happiness_ripe,Say the word should.
tess_OAF_happiness_road,tess_OAF_happiness_road,Say the word hate.
tess_OAF_happiness_room,tess_OAF_happiness_room,Say the word cheek.
tess_OAF_happiness_rose,tess_OAF_happiness_rose,Say the word soup.
tess_OAF_happiness_rot,tess_OAF_happiness_rot,Say the word when.
tess_OAF_happiness_rough,tess_OAF_happiness_rough,Say the word hire.
tess_OAF_happiness_rush,tess_OAF_happiness_rush,Say the word void.
tess_OAF_happiness_said,tess_OAF_happiness_said,Say the word time.
tess_OAF_happiness_sail,tess_OAF_happiness_sail,Say the word keep.
tess_OAF_happiness_search,tess_OAF_happiness_search,Say the word luck.
tess_OAF_happiness_seize,tess_OAF_happiness_seize,Say the word keen.
tess_OAF_happiness_sell,tess_OAF_happiness_sell,Say the word cab.
tess_OAF_happiness_shack,tess_OAF_happiness_shack,Say the word cheek.
tess_OAF_happiness_shall,tess_OAF_happiness_shall,Say the word gas.
tess_OAF_happiness_shawl,tess_OAF_happiness_shawl,Say the word tough.
tess_OAF_happiness_sheep,tess_OAF_happiness_sheep,Say the word room.
tess_OAF_happiness_shirt,tess_OAF_happiness_shirt,Say the word raise.
tess_OAF_happiness_should,tess_OAF_happiness_should,Say the word keep.
tess_OAF_happiness_shout,tess_OAF_happiness_shout,Say the word tire.
tess_OAF_happiness_size,tess_OAF_happiness_size,Say the word choice.
tess_OAF_happiness_soap,tess_OAF_happiness_soap,Say the word ditch.
tess_OAF_happiness_soup,tess_OAF_happiness_soup,Say the word kite.
tess_OAF_happiness_sour,tess_OAF_happiness_sour,Say the word tire.
tess_OAF_happiness_south,tess_OAF_happiness_south,Say the word talk.
tess_OAF_happiness_sub,tess_OAF_happiness_sub,Say the word puff.
tess_OAF_happiness_such,tess_OAF_happiness_such,Say the word jail.
tess_OAF_happiness_sure,tess_OAF_happiness_sure,Say the word cool.
tess_OAF_happiness_take,tess_OAF_happiness_take,Say the word knock.
tess_OAF_happiness_talk,tess_OAF_happiness_talk,Say the word back.
tess_OAF_happiness_tape,tess_OAF_happiness_tape,Say the word sell.
tess_OAF_happiness_team,tess_OAF_happiness_team,Say the word calm.
tess_OAF_happiness_tell,tess_OAF_happiness_tell,Say the word yearn.
tess_OAF_happiness_thin,tess_OAF_happiness_thin,Say the word bone.
tess_OAF_happiness_third,tess_OAF_happiness_third,Say the word when.
tess_OAF_happiness_thought,tess_OAF_happiness_thought,Say the word sail.
tess_OAF_happiness_thumb,tess_OAF_happiness_thumb,Say the word laud.
tess_OAF_happiness_time,tess_OAF_happiness_time,Say the word room.
tess_OAF_happiness_tip,tess_OAF_happiness_tip,Say the word should.
tess_OAF_happiness_tire,tess_OAF_happiness_tire,Say the word laud.
tess_OAF_happiness_ton,tess_OAF_happiness_ton,Say the word thought.
tess_OAF_happiness_tool,tess_OAF_happiness_tool,Say the word peg.
tess_OAF_happiness_tough,tess_OAF_happiness_tough,Say the word ripe.
tess_OAF_happiness_turn,tess_OAF_happiness_turn,Say the word such.
tess_OAF_happiness_vine,tess_OAF_happiness_vine,Say the word sub.
tess_OAF_happiness_voice,tess_OAF_happiness_voice,Say the word lid.
tess_OAF_happiness_void,tess_OAF_happiness_void,Say the word bath.
tess_OAF_happiness_vote,tess_OAF_happiness_vote,Say the word dead.
tess_OAF_happiness_wag,tess_OAF_happiness_wag,Say the word third.
tess_OAF_happiness_walk,tess_OAF_happiness_walk,Say the word death.
tess_OAF_happiness_wash,tess_OAF_happiness_wash,Say the word make.
tess_OAF_happiness_week,tess_OAF_happiness_week,Say the word lose.
tess_OAF_happiness_wheat,tess_OAF_happiness_wheat,Say the word talk.
tess_OAF_happiness_when,tess_OAF_happiness_when,Say the word near.
tess_OAF_happiness_which,tess_OAF_happiness_which,Say the word bought.
tess_OAF_happiness_whip,tess_OAF_happiness_whip,Say the word raise.
tess_OAF_happiness_white,tess_OAF_happiness_white,Say the word pad.
tess_OAF_happiness_wife,tess_OAF_happiness_wife,Say the word name.
tess_OAF_happiness_wire,tess_OAF_happiness_wire,Say the word mouse.
tess_OAF_happiness_witch,tess_OAF_happiness_witch,Say the word thumb.
tess_OAF_happiness_yearn,tess_OAF_happiness_yearn,Say the word shirt.
tess_OAF_happiness_yes,tess_OAF_happiness_yes,Say the word get.
tess_OAF_happiness_young,tess_OAF_happiness_young,Say the word wag.
tess_OAF_happiness_youth,tess_OAF_happiness_youth,Say the word talk.
tess_OAF_neutral_back,tess_OAF_neutral_back,Say the word came.
tess_OAF_neutral_bar,tess_OAF_neutral_bar,Say the word mob.
tess_OAF_neutral_base,tess_OAF_neutral_base,Say the word lid.
tess_OAF_neutral_bath,tess_OAF_neutral_bath,Say the word bean.
tess_OAF_neutral_bean,tess_OAF_neutral_bean,Say the word young.
tess_OAF_neutral_beg,tess_OAF_neutral_beg,Say the word moon.
tess_OAF_neutral_bite,tess_OAF_neutral_bite,Say the word pool.
tess_OAF_neutral_boat,tess_OAF_neutral_boat,Say the word rat.
