id_sample_to_clone,id_sample_to_compare,text
crema-d_1023_neutral_WSIXX,crema-d_1023_neutral_WSIXX,I think I have a doctor's appointment.
crema-d_1023_sadness_DFAXX,crema-d_1023_sadness_DFAXX,I would like a new alarm clock.
crema-d_1023_sadness_IEOHI,crema-d_1023_sadness_IEOMD,Don't forget a jacket.
crema-d_1023_sadness_IEOLO,crema-d_1023_sadness_IEOMD,I'm on my way to the meeting.
crema-d_1023_sadness_IEOMD,crema-d_1023_sadness_IEOMD,I wonder what this is about.
crema-d_1023_sadness_IOMXX,crema-d_1023_sadness_IOMXX,The airplane is almost full.
crema-d_1023_sadness_ITHXX,crema-d_1023_sadness_ITHXX,I wonder what this is about.
crema-d_1023_sadness_ITSXX,crema-d_1023_sadness_ITSXX,I would like a new alarm clock.
crema-d_1023_sadness_IWLXX,crema-d_1023_sadness_IWLXX,It's eleven o'clock.
crema-d_1023_sadness_IWWXX,crema-d_1023_sadness_IWWXX,That is exactly what happened.
crema-d_1023_sadness_MTIXX,crema-d_1023_sadness_MTIXX,I would like a new alarm clock.
crema-d_1023_sadness_TAIXX,crema-d_1023_sadness_TAIXX,The surface is slick.
crema-d_1023_sadness_TIEXX,crema-d_1023_sadness_TIEXX,We'll stop in a couple of minutes.
crema-d_1023_sadness_TSIXX,crema-d_1023_sadness_TSIXX,I would like a new alarm clock.
crema-d_1023_sadness_WSIXX,crema-d_1023_sadness_WSIXX,I'm on my way to the meeting.
crema-d_1024_anger_DFAXX,crema-d_1024_anger_DFAXX,The surface is slick.
crema-d_1024_anger_IEOHI,crema-d_1024_anger_IEOMD,We'll stop in a couple of minutes.
crema-d_1024_anger_IEOLO,crema-d_1024_anger_IEOMD,I would like a new alarm clock.
crema-d_1024_anger_IEOMD,crema-d_1024_anger_IEOMD,Maybe tomorrow it will be cold.
crema-d_1024_anger_IOMXX,crema-d_1024_anger_IOMXX,That is exactly what happened.
crema-d_1024_anger_ITHXX,crema-d_1024_anger_ITHXX,I'm on my way to the meeting.
crema-d_1024_anger_ITSXX,crema-d_1024_anger_ITSXX,I would like a new alarm clock.
crema-d_1024_anger_IWLXX,crema-d_1024_anger_IWLXX,I think I've seen this before.
crema-d_1024_anger_IWWXX,crema-d_1024_anger_IWWXX,The airplane is almost full.
crema-d_1024_anger_MTIXX,crema-d_1024_anger_MTIXX,I think I've seen this before.
crema-d_1024_anger_TAIXX,crema-d_1024_anger_TAIXX,The surface is slick.
crema-d_1024_anger_TIEXX,crema-d_1024_anger_TIEXX,I'm on my way to the meeting.
crema-d_1024_anger_TSIXX,crema-d_1024_anger_TSIXX,I think I've seen this before.
crema-d_1024_anger_WSIXX,crema-d_1024_anger_WSIXX,That is exactly what happened.
crema-d_1024_disgust_DFAXX,crema-d_1024_disgust_DFAXX,It's eleven o'clock.
crema-d_1024_disgust_IEOHI,crema-d_1024_disgust_IEOMD,I'm on my way to the meeting.
crema-d_1024_disgust_IEOLO,crema-d_1024_disgust_IEOMD,I wonder what this is about.
crema-d_1024_disgust_IEOMD,crema-d_1024_disgust_IEOMD,The surface is slick.
crema-d_1024_disgust_IOMXX,crema-d_1024_disgust_IOMXX,We'll stop in a couple of minutes.
crema-d_1024_disgust_ITHXX,crema-d_1024_disgust_ITHXX,We'll stop in a couple of minutes.
crema-d_1024_disgust_ITSXX,crema-d_1024_disgust_ITSXX,Don't forget a jacket.
crema-d_1024_disgust_IWLXX,crema-d_1024_disgust_IWLXX,That is exactly what happened.
crema-d_1024_disgust_IWWXX,crema-d_1024_disgust_IWWXX,Don't forget a jacket.
crema-d_1024_disgust_MTIXX,crema-d_1024_disgust_MTIXX,Don't forget a jacket.
crema-d_1024_disgust_TAIXX,crema-d_1024_disgust_TAIXX,I would like a new alarm clock.
crema-d_1024_disgust_TIEXX,crema-d_1024_disgust_TIEXX,The airplane is almost full.
crema-d_1024_disgust_TSIXX,crema-d_1024_disgust_TSIXX,The airplane is almost full.
crema-d_1024_disgust_WSIXX,crema-d_1024_disgust_WSIXX,I wonder what this is about.
crema-d_1024_fear_DFAXX,crema-d_1024_fear_DFAXX,I think I have a doctor's appointment.
crema-d_1024_fear_IEOHI,crema-d_1024_fear_IEOMD,Don't forget a jacket.
crema-d_1024_fear_IEOLO,crema-d_1024_fear_IEOMD,We'll stop in a couple of minutes.
crema-d_1024_fear_IEOMD,crema-d_1024_fear_IEOMD,The surface is slick.
crema-d_1024_fear_IOMXX,crema-d_1024_fear_IOMXX,Don't forget a jacket.
crema-d_1024_fear_ITHXX,crema-d_1024_fear_ITHXX,I wonder what this is about.
crema-d_1024_fear_ITSXX,crema-d_1024_fear_ITSXX,I would like a new alarm clock.
crema-d_1024_fear_IWLXX,crema-d_1024_fear_IWLXX,We'll stop in a couple of minutes.
crema-d_1024_fear_IWWXX,crema-d_1024_fear_IWWXX,I would like a new alarm clock.
crema-d_1024_fear_MTIXX,crema-d_1024_fear_MTIXX,I think I have a doctor's appointment.
crema-d_1024_fear_TAIXX,crema-d_1024_fear_TAIXX,I wonder what this is about.
crema-d_1024_fear_TIEXX,crema-d_1024_fear_TIEXX,It's eleven o'clock.
crema-d_1024_fear_TSIXX,crema-d_1024_fear_TSIXX,That is exactly what happened.
crema-d_1024_fear_WSIXX,crema-d_1024_fear_WSIXX,I think I've seen this before.
crema-d_1024_happiness_DFAXX,crema-d_1024_happiness_DFAXX,That is exactly what happened.
crema-d_1024_happiness_IEOHI,crema-d_1024_happiness_IEOMD,I would like a new alarm clock.
crema-d_1024_happiness_IEOLO,crema-d_1024_happiness_IEOMD,I'm on my way to the meeting.
crema-d_1024_happiness_IEOMD,crema-d_1024_happiness_IEOMD,I think I've seen this before.
crema-d_1024_happiness_IOMXX,crema-d_1024_happiness_IOMXX,That is exactly what happened.
crema-d_1024_happiness_ITHXX,crema-d_1024_happiness_ITHXX,Maybe tomorrow it will be cold.
crema-d_1024_happiness_ITSXX,crema-d_1024_happiness_ITSXX,Don't forget a jacket.
crema-d_1024_happiness_IWLXX,crema-d_1024_happiness_IWLXX,I think I've seen this before.
crema-d_1024_happiness_IWWXX,crema-d_1024_happiness_IWWXX,I would like a new alarm clock.
crema-d_1024_happiness_MTIXX,crema-d_1024_happiness_MTIXX,I wonder what this is about.
crema-d_1024_happiness_TAIXX,crema-d_1024_happiness_TAIXX,It's eleven o'clock.
crema-d_1024_happiness_TIEXX,crema-d_1024_happiness_TIEXX,I think I've seen this before.
crema-d_1024_happiness_TSIXX,crema-d_1024_happiness_TSIXX,That is exactly what happened.
crema-d_1024_happiness_WSIXX,crema-d_1024_happiness_WSIXX,It's eleven o'clock.
crema-d_1024_neutral_DFAXX,crema-d_1024_neutral_DFAXX,I think I've seen this before.
crema-d_1024_neutral_IEOXX,crema-d_1024_neutral_IEOXX,That is exactly what happened.
crema-d_1024_neutral_IOMXX,crema-d_1024_neutral_IOMXX,The airplane is almost full.
crema-d_1024_neutral_ITHXX,crema-d_1024_neutral_ITHXX,I'm on my way to the meeting.
crema-d_1024_neutral_ITSXX,crema-d_1024_neutral_ITSXX,I think I have a doctor's appointment.
crema-d_1024_neutral_IWLXX,crema-d_1024_neutral_IWLXX,The surface is slick.
crema-d_1024_neutral_IWWXX,crema-d_1024_neutral_IWWXX,We'll stop in a couple of minutes.
crema-d_1024_neutral_MTIXX,crema-d_1024_neutral_MTIXX,I would like a new alarm clock.
crema-d_1024_neutral_TAIXX,crema-d_1024_neutral_TAIXX,The surface is slick.
crema-d_1024_neutral_TIEXX,crema-d_1024_neutral_TIEXX,We'll stop in a couple of minutes.
crema-d_1024_neutral_TSIXX,crema-d_1024_neutral_TSIXX,Don't forget a jacket.
crema-d_1024_neutral_WSIXX,crema-d_1024_neutral_WSIXX,Maybe tomorrow it will be cold.
crema-d_1024_sadness_DFAXX,crema-d_1024_sadness_DFAXX,I would like a new alarm clock.
crema-d_1024_sadness_IEOHI,crema-d_1024_sadness_IEOMD,Don't forget a jacket.
crema-d_1024_sadness_IEOLO,crema-d_1024_sadness_IEOMD,We'll stop in a couple of minutes.
crema-d_1024_sadness_IEOMD,crema-d_1024_sadness_IEOMD,I think I've seen this before.
crema-d_1024_sadness_IOMXX,crema-d_1024_sadness_IOMXX,We'll stop in a couple of minutes.
crema-d_1024_sadness_ITHXX,crema-d_1024_sadness_ITHXX,We'll stop in a couple of minutes.
crema-d_1024_sadness_ITSXX,crema-d_1024_sadness_ITSXX,I would like a new alarm clock.
crema-d_1024_sadness_IWLXX,crema-d_1024_sadness_IWLXX,I think I have a doctor's appointment.
crema-d_1024_sadness_IWWXX,crema-d_1024_sadness_IWWXX,We'll stop in a couple of minutes.
crema-d_1024_sadness_MTIXX,crema-d_1024_sadness_MTIXX,We'll stop in a couple of minutes.
crema-d_1024_sadness_TAIXX,crema-d_1024_sadness_TAIXX,It's eleven o'clock.
crema-d_1024_sadness_TIEXX,crema-d_1024_sadness_TIEXX,I wonder what this is about.
crema-d_1024_sadness_TSIXX,crema-d_1024_sadness_TSIXX,Don't forget a jacket.
crema-d_1024_sadness_WSIXX,crema-d_1024_sadness_WSIXX,Don't forget a jacket.
crema-d_1025_anger_DFAXX,crema-d_1025_anger_DFAXX,I think I've seen this before.
crema-d_1025_anger_IEOHI,crema-d_1025_anger_IEOMD,We'll stop in a couple of minutes.
crema-d_1025_anger_IEOLO,crema-d_1025_anger_IEOMD,Maybe tomorrow it will be cold.
crema-d_1025_anger_IEOMD,crema-d_1025_anger_IEOMD,That is exactly what happened.
crema-d_1025_anger_IOMXX,crema-d_1025_anger_IOMXX,That is exactly what happened.
crema-d_1025_anger_ITHXX,crema-d_1025_anger_ITHXX,We'll stop in a couple of minutes.
crema-d_1025_anger_ITSXX,crema-d_1025_anger_ITSXX,I would like a new alarm clock.
crema-d_1025_anger_IWLXX,crema-d_1025_anger_IWLXX,That is exactly what happened.
crema-d_1025_anger_IWWXX,crema-d_1025_anger_IWWXX,I think I've seen this before.
crema-d_1025_anger_MTIXX,crema-d_1025_anger_MTIXX,I think I've seen this before.
crema-d_1025_anger_TAIXX,crema-d_1025_anger_TAIXX,That is exactly what happened.
crema-d_1025_anger_TIEXX,crema-d_1025_anger_TIEXX,The surface is slick.
crema-d_1025_anger_TSIXX,crema-d_1025_anger_TSIXX,Maybe tomorrow it will be cold.
crema-d_1025_anger_WSIXX,crema-d_1025_anger_WSIXX,I wonder what this is about.
crema-d_1025_disgust_DFAXX,crema-d_1025_disgust_DFAXX,The surface is slick.
crema-d_1025_disgust_IEOHI,crema-d_1025_disgust_IEOMD,Don't forget a jacket.
crema-d_1025_disgust_IEOLO,crema-d_1025_disgust_IEOMD,I would like a new alarm clock.
crema-d_1025_disgust_IEOMD,crema-d_1025_disgust_IEOMD,The surface is slick.
crema-d_1025_disgust_IOMXX,crema-d_1025_disgust_IOMXX,The airplane is almost full.
crema-d_1025_disgust_ITHXX,crema-d_1025_disgust_ITHXX,Maybe tomorrow it will be cold.
crema-d_1025_disgust_ITSXX,crema-d_1025_disgust_ITSXX,I think I have a doctor's appointment.
crema-d_1025_disgust_IWLXX,crema-d_1025_disgust_IWLXX,Maybe tomorrow it will be cold.
crema-d_1025_disgust_IWWXX,crema-d_1025_disgust_IWWXX,I would like a new alarm clock.
crema-d_1025_disgust_MTIXX,crema-d_1025_disgust_MTIXX,Don't forget a jacket.
crema-d_1025_disgust_TAIXX,crema-d_1025_disgust_TAIXX,It's eleven o'clock.
crema-d_1025_disgust_TIEXX,crema-d_1025_disgust_TIEXX,I would like a new alarm clock.
crema-d_1025_disgust_TSIXX,crema-d_1025_disgust_TSIXX,I think I have a doctor's appointment.
crema-d_1025_disgust_WSIXX,crema-d_1025_disgust_WSIXX,It's eleven o'clock.
crema-d_1025_fear_DFAXX,crema-d_1025_fear_DFAXX,I wonder what this is about.
crema-d_1025_fear_IEOHI,crema-d_1025_fear_IEOMD,The airplane is almost full.
crema-d_1025_fear_IEOLO,crema-d_1025_fear_IEOMD,We'll stop in a couple of minutes.
crema-d_1025_fear_IEOMD,crema-d_1025_fear_IEOMD,The airplane is almost full.
crema-d_1025_fear_IOMXX,crema-d_1025_fear_IOMXX,The airplane is almost full.
crema-d_1025_fear_ITHXX,crema-d_1025_fear_ITHXX,Maybe tomorrow it will be cold.
crema-d_1025_fear_ITSXX,crema-d_1025_fear_ITSXX,I would like a new alarm clock.
crema-d_1025_fear_IWLXX,crema-d_1025_fear_IWLXX,We'll stop in a couple of minutes.
crema-d_1025_fear_IWWXX,crema-d_1025_fear_IWWXX,I think I've seen this before.
crema-d_1025_fear_MTIXX,crema-d_1025_fear_MTIXX,The airplane is almost full.
crema-d_1025_fear_TAIXX,crema-d_1025_fear_TAIXX,Maybe tomorrow it will be cold.
crema-d_1025_fear_TIEXX,crema-d_1025_fear_TIEXX,The airplane is almost full.
crema-d_1025_fear_TSIXX,crema-d_1025_fear_TSIXX,Don't forget a jacket.
crema-d_1025_fear_WSIXX,crema-d_1025_fear_WSIXX,The airplane is almost full.
crema-d_1025_happiness_DFAXX,crema-d_1025_happiness_DFAXX,I think I have a doctor's appointment.
crema-d_1025_happiness_IEOHI,crema-d_1025_happiness_IEOMD,I wonder what this is about.
crema-d_1025_happiness_IEOLO,crema-d_1025_happiness_IEOMD,I think I have a doctor's appointment.
crema-d_1025_happiness_IEOMD,crema-d_1025_happiness_IEOMD,I think I've seen this before.
crema-d_1025_happiness_IOMXX,crema-d_1025_happiness_IOMXX,I wonder what this is about.
crema-d_1025_happiness_ITHXX,crema-d_1025_happiness_ITHXX,It's eleven o'clock.
crema-d_1025_happiness_ITSXX,crema-d_1025_happiness_ITSXX,The surface is slick.
crema-d_1025_happiness_IWLXX,crema-d_1025_happiness_IWLXX,The surface is slick.
crema-d_1025_happiness_IWWXX,crema-d_1025_happiness_IWWXX,The surface is slick.
crema-d_1025_happiness_MTIXX,crema-d_1025_happiness_MTIXX,The airplane is almost full.
crema-d_1025_happiness_TAIXX,crema-d_1025_happiness_TAIXX,I'm on my way to the meeting.
crema-d_1025_happiness_TIEXX,crema-d_1025_happiness_TIEXX,It's eleven o'clock.
crema-d_1025_happiness_TSIXX,crema-d_1025_happiness_TSIXX,We'll stop in a couple of minutes.
crema-d_1025_happiness_WSIXX,crema-d_1025_happiness_WSIXX,Maybe tomorrow it will be cold.
crema-d_1025_neutral_DFAXX,crema-d_1025_neutral_DFAXX,We'll stop in a couple of minutes.
crema-d_1025_neutral_IEOXX,crema-d_1025_neutral_IEOXX,That is exactly what happened.
crema-d_1025_neutral_IOMXX,crema-d_1025_neutral_IOMXX,It's eleven o'clock.
crema-d_1025_neutral_ITHXX,crema-d_1025_neutral_ITHXX,I wonder what this is about.
crema-d_1025_neutral_ITSXX,crema-d_1025_neutral_ITSXX,I'm on my way to the meeting.
crema-d_1025_neutral_IWLXX,crema-d_1025_neutral_IWLXX,I think I've seen this before.
crema-d_1025_neutral_IWWXX,crema-d_1025_neutral_IWWXX,I would like a new alarm clock.
crema-d_1025_neutral_MTIXX,crema-d_1025_neutral_MTIXX,I think I have a doctor's appointment.
crema-d_1025_neutral_TAIXX,crema-d_1025_neutral_TAIXX,I would like a new alarm clock.
crema-d_1025_neutral_TIEXX,crema-d_1025_neutral_TIEXX,It's eleven o'clock.
crema-d_1025_neutral_TSIXX,crema-d_1025_neutral_TSIXX,I wonder what this is about.
crema-d_1025_neutral_WSIXX,crema-d_1025_neutral_WSIXX,That is exactly what happened.
crema-d_1025_sadness_DFAXX,crema-d_1025_sadness_DFAXX,I think I've seen this before.
crema-d_1025_sadness_IEOHI,crema-d_1025_sadness_IEOMD,Don't forget a jacket.
crema-d_1025_sadness_IEOLO,crema-d_1025_sadness_IEOMD,The surface is slick.
crema-d_1025_sadness_IEOMD,crema-d_1025_sadness_IEOMD,I wonder what this is about.
crema-d_1025_sadness_IOMXX,crema-d_1025_sadness_IOMXX,Don't forget a jacket.
crema-d_1025_sadness_ITHXX,crema-d_1025_sadness_ITHXX,That is exactly what happened.
crema-d_1025_sadness_ITSXX,crema-d_1025_sadness_ITSXX,Maybe tomorrow it will be cold.
crema-d_1025_sadness_IWLXX,crema-d_1025_sadness_IWLXX,It's eleven o'clock.
crema-d_1025_sadness_IWWXX,crema-d_1025_sadness_IWWXX,Maybe tomorrow it will be cold.
crema-d_1025_sadness_MTIXX,crema-d_1025_sadness_MTIXX,Don't forget a jacket.
crema-d_1025_sadness_TAIXX,crema-d_1025_sadness_TAIXX,Don't forget a jacket.
crema-d_1025_sadness_TIEXX,crema-d_1025_sadness_TIEXX,Don't forget a jacket.
crema-d_1025_sadness_TSIXX,crema-d_1025_sadness_TSIXX,I think I have a doctor's appointment.
crema-d_1025_sadness_WSIXX,crema-d_1025_sadness_WSIXX,I wonder what this is about.
crema-d_1026_anger_DFAXX,crema-d_1026_anger_DFAXX,I think I've seen this before.
crema-d_1026_anger_IEOHI,crema-d_1026_anger_IEOMD,I think I have a doctor's appointment.
crema-d_1026_anger_IEOLO,crema-d_1026_anger_IEOMD,I'm on my way to the meeting.
crema-d_1026_anger_IEOMD,crema-d_1026_anger_IEOMD,That is exactly what happened.
crema-d_1026_anger_IOMXX,crema-d_1026_anger_IOMXX,Maybe tomorrow it will be cold.
crema-d_1026_anger_ITHXX,crema-d_1026_anger_ITHXX,I wonder what this is about.
crema-d_1026_anger_ITSXX,crema-d_1026_anger_ITSXX,I'm on my way to the meeting.
crema-d_1026_anger_IWLXX,crema-d_1026_anger_IWLXX,That is exactly what happened.
crema-d_1026_anger_IWWXX,crema-d_1026_anger_IWWXX,Don't forget a jacket.
crema-d_1026_anger_MTIXX,crema-d_1026_anger_MTIXX,I think I've seen this before.
crema-d_1026_anger_TAIXX,crema-d_1026_anger_TAIXX,It's eleven o'clock.
crema-d_1026_anger_TIEXX,crema-d_1026_anger_TIEXX,Don't forget a jacket.
crema-d_1026_anger_TSIXX,crema-d_1026_anger_TSIXX,Maybe tomorrow it will be cold.
crema-d_1026_anger_WSIXX,crema-d_1026_anger_WSIXX,That is exactly what happened.
crema-d_1026_disgust_DFAXX,crema-d_1026_disgust_DFAXX,It's eleven o'clock.
crema-d_1026_disgust_IEOHI,crema-d_1026_disgust_IEOMD,That is exactly what happened.
crema-d_1026_disgust_IEOLO,crema-d_1026_disgust_IEOMD,I think I've seen this before.
crema-d_1026_disgust_IEOMD,crema-d_1026_disgust_IEOMD,That is exactly what happened.
crema-d_1026_disgust_IOMXX,crema-d_1026_disgust_IOMXX,Maybe tomorrow it will be cold.
crema-d_1026_disgust_ITHXX,crema-d_1026_disgust_ITHXX,That is exactly what happened.
crema-d_1026_disgust_ITSXX,crema-d_1026_disgust_ITSXX,The airplane is almost full.
crema-d_1026_disgust_IWLXX,crema-d_1026_disgust_IWLXX,I think I've seen this before.
crema-d_1026_disgust_IWWXX,crema-d_1026_disgust_IWWXX,I think I have a doctor's appointment.
crema-d_1026_disgust_MTIXX,crema-d_1026_disgust_MTIXX,I think I have a doctor's appointment.
crema-d_1026_disgust_TAIXX,crema-d_1026_disgust_TAIXX,I wonder what this is about.
crema-d_1026_disgust_TIEXX,crema-d_1026_disgust_TIEXX,The surface is slick.
crema-d_1026_disgust_TSIXX,crema-d_1026_disgust_TSIXX,That is exactly what happened.
crema-d_1026_disgust_WSIXX,crema-d_1026_disgust_WSIXX,It's eleven o'clock.
crema-d_1026_fear_DFAXX,crema-d_1026_fear_DFAXX,It's eleven o'clock.
crema-d_1026_fear_IEOHI,crema-d_1026_fear_IEOMD,I'm on my way to the meeting.
crema-d_1026_fear_IEOLO,crema-d_1026_fear_IEOMD,I think I've seen this before.
crema-d_1026_fear_IEOMD,crema-d_1026_fear_IEOMD,I think I have a doctor's appointment.
crema-d_1026_fear_IOMXX,crema-d_1026_fear_IOMXX,Don't forget a jacket.
crema-d_1026_fear_ITHXX,crema-d_1026_fear_ITHXX,I wonder what this is about.
crema-d_1026_fear_ITSXX,crema-d_1026_fear_ITSXX,I think I have a doctor's appointment.
crema-d_1026_fear_IWLXX,crema-d_1026_fear_IWLXX,It's eleven o'clock.
crema-d_1026_fear_IWWXX,crema-d_1026_fear_IWWXX,I would like a new alarm clock.
crema-d_1026_fear_MTIXX,crema-d_1026_fear_MTIXX,I would like a new alarm clock.
crema-d_1026_fear_TAIXX,crema-d_1026_fear_TAIXX,We'll stop in a couple of minutes.
crema-d_1026_fear_TIEXX,crema-d_1026_fear_TIEXX,I would like a new alarm clock.
crema-d_1026_fear_TSIXX,crema-d_1026_fear_TSIXX,It's eleven o'clock.
crema-d_1026_fear_WSIXX,crema-d_1026_fear_WSIXX,It's eleven o'clock.
crema-d_1026_happiness_DFAXX,crema-d_1026_happiness_DFAXX,We'll stop in a couple of minutes.
crema-d_1026_happiness_IEOHI,crema-d_1026_happiness_IEOMD,I would like a new alarm clock.
crema-d_1026_happiness_IEOLO,crema-d_1026_happiness_IEOMD,That is exactly what happened.
crema-d_1026_happiness_IEOMD,crema-d_1026_happiness_IEOMD,I would like a new alarm clock.
crema-d_1026_happiness_IOMXX,crema-d_1026_happiness_IOMXX,I think I have a doctor's appointment.
crema-d_1026_happiness_ITHXX,crema-d_1026_happiness_ITHXX,The airplane is almost full.
crema-d_1026_happiness_ITSXX,crema-d_1026_happiness_ITSXX,We'll stop in a couple of minutes.
crema-d_1026_happiness_IWLXX,crema-d_1026_happiness_IWLXX,I wonder what this is about.
crema-d_1026_happiness_IWWXX,crema-d_1026_happiness_IWWXX,I would like a new alarm clock.
crema-d_1026_happiness_MTIXX,crema-d_1026_happiness_MTIXX,That is exactly what happened.
crema-d_1026_happiness_TAIXX,crema-d_1026_happiness_TAIXX,I think I've seen this before.
crema-d_1026_happiness_TIEXX,crema-d_1026_happiness_TIEXX,The airplane is almost full.
crema-d_1026_happiness_TSIXX,crema-d_1026_happiness_TSIXX,I think I've seen this before.
crema-d_1026_happiness_WSIXX,crema-d_1026_happiness_WSIXX,I'm on my way to the meeting.
crema-d_1026_neutral_DFAXX,crema-d_1026_neutral_DFAXX,I think I have a doctor's appointment.
crema-d_1026_neutral_IEOXX,crema-d_1026_neutral_IEOXX,We'll stop in a couple of minutes.
crema-d_1026_neutral_IOMXX,crema-d_1026_neutral_IOMXX,I think I've seen this before.
crema-d_1026_neutral_ITHXX,crema-d_1026_neutral_ITHXX,We'll stop in a couple of minutes.
crema-d_1026_neutral_ITSXX,crema-d_1026_neutral_ITSXX,I would like a new alarm clock.
crema-d_1026_neutral_IWLXX,crema-d_1026_neutral_IWLXX,That is exactly what happened.
crema-d_1026_neutral_IWWXX,crema-d_1026_neutral_IWWXX,That is exactly what happened.
crema-d_1026_neutral_MTIXX,crema-d_1026_neutral_MTIXX,I think I've seen this before.
crema-d_1026_neutral_TAIXX,crema-d_1026_neutral_TAIXX,Maybe tomorrow it will be cold.
crema-d_1026_neutral_TIEXX,crema-d_1026_neutral_TIEXX,I wonder what this is about.
crema-d_1026_neutral_TSIXX,crema-d_1026_neutral_TSIXX,I think I've seen this before.
crema-d_1026_neutral_WSIXX,crema-d_1026_neutral_WSIXX,I wonder what this is about.
crema-d_1026_sadness_DFAXX,crema-d_1026_sadness_DFAXX,I would like a new alarm clock.
crema-d_1026_sadness_IEOHI,crema-d_1026_sadness_IEOMD,The airplane is almost full.
crema-d_1026_sadness_IEOLO,crema-d_1026_sadness_IEOMD,I think I've seen this before.
crema-d_1026_sadness_IEOMD,crema-d_1026_sadness_IEOMD,I'm on my way to the meeting.
crema-d_1026_sadness_IOMXX,crema-d_1026_sadness_IOMXX,I wonder what this is about.
crema-d_1026_sadness_ITHXX,crema-d_1026_sadness_ITHXX,Don't forget a jacket.
crema-d_1026_sadness_ITSXX,crema-d_1026_sadness_ITSXX,Don't forget a jacket.
crema-d_1026_sadness_IWLXX,crema-d_1026_sadness_IWLXX,I wonder what this is about.
crema-d_1026_sadness_IWWXX,crema-d_1026_sadness_IWWXX,I'm on my way to the meeting.
crema-d_1026_sadness_MTIXX,crema-d_1026_sadness_MTIXX,It's eleven o'clock.
crema-d_1026_sadness_TAIXX,crema-d_1026_sadness_TAIXX,I'm on my way to the meeting.
crema-d_1026_sadness_TIEXX,crema-d_1026_sadness_TIEXX,The surface is slick.
crema-d_1026_sadness_TSIXX,crema-d_1026_sadness_TSIXX,Maybe tomorrow it will be cold.
crema-d_1026_sadness_WSIXX,crema-d_1026_sadness_WSIXX,I think I've seen this before.
crema-d_1027_anger_DFAXX,crema-d_1027_anger_DFAXX,We'll stop in a couple of minutes.
crema-d_1027_anger_IEOHI,crema-d_1027_anger_IEOMD,Maybe tomorrow it will be cold.
crema-d_1027_anger_IEOLO,crema-d_1027_anger_IEOMD,Maybe tomorrow it will be cold.
crema-d_1027_anger_IEOMD,crema-d_1027_anger_IEOMD,I think I have a doctor's appointment.
crema-d_1027_anger_IOMXX,crema-d_1027_anger_IOMXX,It's eleven o'clock.
crema-d_1027_anger_ITHXX,crema-d_1027_anger_ITHXX,It's eleven o'clock.
crema-d_1027_anger_ITSXX,crema-d_1027_anger_ITSXX,I'm on my way to the meeting.
crema-d_1027_anger_IWLXX,crema-d_1027_anger_IWLXX,I'm on my way to the meeting.
crema-d_1027_anger_IWWXX,crema-d_1027_anger_IWWXX,Maybe tomorrow it will be cold.
crema-d_1027_anger_MTIXX,crema-d_1027_anger_MTIXX,I'm on my way to the meeting.
crema-d_1027_anger_TAIXX,crema-d_1027_anger_TAIXX,Maybe tomorrow it will be cold.
crema-d_1027_anger_TIEXX,crema-d_1027_anger_TIEXX,I think I've seen this before.
crema-d_1027_anger_TSIXX,crema-d_1027_anger_TSIXX,I wonder what this is about.
crema-d_1027_anger_WSIXX,crema-d_1027_anger_WSIXX,The surface is slick.
crema-d_1027_disgust_DFAXX,crema-d_1027_disgust_DFAXX,Maybe tomorrow it will be cold.
crema-d_1027_disgust_IEOHI,crema-d_1027_disgust_IEOMD,I think I've seen this before.
crema-d_1027_disgust_IEOLO,crema-d_1027_disgust_IEOMD,We'll stop in a couple of minutes.
crema-d_1027_disgust_IEOMD,crema-d_1027_disgust_IEOMD,I think I've seen this before.
crema-d_1027_disgust_IOMXX,crema-d_1027_disgust_IOMXX,Don't forget a jacket.
crema-d_1027_disgust_ITHXX,crema-d_1027_disgust_ITHXX,I think I've seen this before.
crema-d_1027_disgust_ITSXX,crema-d_1027_disgust_ITSXX,The airplane is almost full.
crema-d_1027_disgust_IWLXX,crema-d_1027_disgust_IWLXX,The surface is slick.
crema-d_1027_disgust_IWWXX,crema-d_1027_disgust_IWWXX,The airplane is almost full.
crema-d_1027_disgust_MTIXX,crema-d_1027_disgust_MTIXX,The airplane is almost full.
crema-d_1027_disgust_TAIXX,crema-d_1027_disgust_TAIXX,Don't forget a jacket.
crema-d_1027_disgust_TIEXX,crema-d_1027_disgust_TIEXX,The airplane is almost full.
crema-d_1027_disgust_TSIXX,crema-d_1027_disgust_TSIXX,Maybe tomorrow it will be cold.
crema-d_1027_disgust_WSIXX,crema-d_1027_disgust_WSIXX,The airplane is almost full.
crema-d_1027_fear_DFAXX,crema-d_1027_fear_DFAXX,I wonder what this is about.
crema-d_1027_fear_IEOHI,crema-d_1027_fear_IEOMD,I think I have a doctor's appointment.
crema-d_1027_fear_IEOLO,crema-d_1027_fear_IEOMD,Maybe tomorrow it will be cold.
crema-d_1027_fear_IEOMD,crema-d_1027_fear_IEOMD,I wonder what this is about.
crema-d_1027_fear_IOMXX,crema-d_1027_fear_IOMXX,Maybe tomorrow it will be cold.
crema-d_1027_fear_ITHXX,crema-d_1027_fear_ITHXX,It's eleven o'clock.
crema-d_1027_fear_ITSXX,crema-d_1027_fear_ITSXX,It's eleven o'clock.
crema-d_1027_fear_IWLXX,crema-d_1027_fear_IWLXX,We'll stop in a couple of minutes.
